DATE;GBPUSD;EURAUD;EURCAD;EURGBP;EURUSD;GBPAUD;GBPCHF
30/07/2018 23:00;1.3122;1.57384;1.52038;0.89072;1.16908;1.76609;1.2991
31/07/2018 23:00;1.31259;1.57457;1.51584;0.88829;1.16595;1.77262;1.30212
01/08/2018 23:00;1.30155;1.57358;1.50834;0.88984;1.1584;1.76807;1.29515
02/08/2018 23:00;1.30011;1.56268;1.50252;0.88937;1.1567;1.75613;1.2927
05/08/2018 23:00;1.29426;1.56402;1.50219;0.89246;1.15533;1.75201;1.29
06/08/2018 23:00;1.29385;1.56254;1.51387;0.89634;1.1598;1.74325;1.2881
07/08/2018 23:00;1.28807;1.5617;1.51179;0.90111;1.16097;1.73387;1.27939
08/08/2018 23:00;1.2823;1.56339;1.50417;0.89874;1.15267;1.7389;1.27395
09/08/2018 23:00;1.27663;1.56343;1.49929;0.89321;1.1409;1.74761;1.27048
12/08/2018 23:00;1.27594;1.56877;1.49833;0.89356;1.14096;1.755;1.26749
13/08/2018 23:00;1.27214;1.56685;1.48123;0.89131;1.13434;1.75635;1.26454
14/08/2018 23:00;1.26942;1.56696;1.49077;0.89329;1.13447;1.75363;1.26127
15/08/2018 23:00;1.27088;1.56597;1.49651;0.89442;1.13762;1.75007;1.2675
16/08/2018 23:00;1.27466;1.56316;1.49357;0.89684;1.14379;1.74229;1.26865
19/08/2018 23:00;1.27969;1.56392;1.49763;0.89708;1.14809;1.743;1.26854
20/08/2018 23:00;1.28987;1.57003;1.50802;0.89641;1.15701;1.75038;1.27026
21/08/2018 23:00;1.29095;1.5771;1.50688;0.89774;1.15962;1.75553;1.26901
22/08/2018 23:00;1.28132;1.59165;1.5093;0.90045;1.15377;1.76705;1.26315
23/08/2018 23:00;1.28452;1.5856;1.51373;0.90422;1.16205;1.75271;1.26289
26/08/2018 23:00;1.28915;1.58925;1.51405;0.90563;1.16778;1.7543;1.26289
27/08/2018 23:00;1.28703;1.59291;1.51217;0.90816;1.16938;1.75297;1.25636
28/08/2018 23:00;1.3025;1.60109;1.51094;0.89852;1.17065;1.78159;1.264
29/08/2018 23:00;1.30062;1.60582;1.51483;0.89673;1.16708;1.78994;1.261
30/08/2018 23:00;1.29528;1.6122;1.51236;0.89478;1.15997;1.80047;1.25474
02/09/2018 23:00;1.28676;1.61029;1.52081;0.90253;1.16181;1.78371;1.24704
03/09/2018 23:00;1.2854;1.61285;1.52723;0.90077;1.15805;1.78995;1.25238
04/09/2018 23:00;1.29037;1.61642;1.53242;0.90101;1.16292;1.79366;1.2539
05/09/2018 23:00;1.29261;1.61418;1.52727;0.89871;1.16227;1.79439;1.24759
06/09/2018 23:00;1.29137;1.62492;1.51949;0.89386;1.1552;1.81697;1.2518
09/09/2018 23:00;1.30253;1.62907;1.52585;0.8898;1.15924;1.83065;1.27
10/09/2018 23:00;1.30299;1.62956;1.51628;0.89007;1.16046;1.82964;1.2666
11/09/2018 23:00;1.30446;1.62112;1.51058;0.89091;1.16253;1.81862;1.26589
12/09/2018 23:00;1.3106;1.62473;1.51897;0.89179;1.16897;1.82142;1.26521
13/09/2018 23:00;1.30664;1.62432;1.51455;0.88902;1.16227;1.82509;1.26343
16/09/2018 23:00;1.31564;1.62647;1.52364;0.88764;1.1683;1.8314;1.26633
17/09/2018 23:00;1.31475;1.61551;1.51364;0.8872;1.16651;1.82106;1.26816
18/09/2018 23:00;1.31427;1.60646;1.50851;0.88783;1.16721;1.80898;1.27106
19/09/2018 23:00;1.32589;1.61484;1.5196;0.88737;1.17766;1.81895;1.2713
20/09/2018 23:00;1.30764;1.61137;1.51626;0.89787;1.17473;1.79334;1.25289
23/09/2018 23:00;1.31192;1.61963;1.52193;0.89524;1.17473;1.80897;1.2647
24/09/2018 23:00;1.31786;1.62273;1.524;0.89222;1.17659;1.81751;1.27163
25/09/2018 23:00;1.31639;1.61695;1.52796;0.89119;1.17379;1.81346;1.27151
26/09/2018 23:00;1.30733;1.61486;1.51776;0.89001;1.16404;1.81383;1.27759
27/09/2018 23:00;1.30278;1.60717;1.49758;0.89036;1.16019;1.80429;1.27881
30/09/2018 23:00;1.30419;1.6025;1.48347;0.88762;1.15778;1.80452;1.28313
01/10/2018 23:00;1.29777;1.6059;1.48037;0.88943;1.15461;1.80509;1.27673
02/10/2018 23:00;1.29362;1.61561;1.47618;0.88658;1.14766;1.82113;1.28375
03/10/2018 23:00;1.30208;1.62627;1.48754;0.8842;1.15136;1.83931;1.29115
04/10/2018 23:00;1.31136;1.63349;1.4904;0.87808;1.15174;1.8598;1.30071
07/10/2018 23:00;1.30859;1.6231;1.48926;0.87743;1.14908;1.84808;1.2986
08/10/2018 23:00;1.31425;1.61748;1.48732;0.87414;1.14899;1.85022;1.30347
09/10/2018 23:00;1.3188;1.63216;1.50499;0.87297;1.15185;1.86866;1.3058
10/10/2018 23:00;1.32311;1.62723;1.51046;0.87576;1.15931;1.85638;1.30902
11/10/2018 23:00;1.31516;1.6241;1.50499;0.87888;1.15571;1.84763;1.30397
14/10/2018 23:00;1.31514;1.62373;1.50397;0.8802;1.15785;1.84433;1.29799
15/10/2018 23:00;1.31767;1.62048;1.49673;0.87746;1.15732;1.84515;1.30536
16/10/2018 23:00;1.31128;1.6174;1.49695;0.87682;1.14999;1.84443;1.30508
17/10/2018 23:00;1.30168;1.61308;1.49836;0.87968;1.14522;1.83353;1.29603
18/10/2018 23:00;1.30666;1.61668;1.50823;0.88106;1.15142;1.83456;1.3017
21/10/2018 23:00;1.29564;1.61878;1.50178;0.8841;1.14636;1.82995;1.29133
22/10/2018 23:00;1.29819;1.61867;1.50073;0.88328;1.14696;1.83221;1.29147
23/10/2018 23:00;1.28792;1.61337;1.48728;0.8842;1.13914;1.82397;1.28508
24/10/2018 23:00;1.28162;1.60603;1.48679;0.88719;1.13745;1.80984;1.28068
25/10/2018 23:00;1.2826;1.60794;1.49385;0.88861;1.14021;1.80797;1.27873
28/10/2018 23:00;1.27919;1.61132;1.49361;0.8888;1.13721;1.8126;1.28157
29/10/2018 23:00;1.27066;1.59617;1.48689;0.89245;1.13436;1.78731;1.27666
30/10/2018 23:00;1.27644;1.59912;1.48827;0.8861;1.13115;1.80476;1.2873
31/10/2018 23:00;1.30009;1.58292;1.49275;0.87744;1.14077;1.80446;1.30292
01/11/2018 23:00;1.29617;1.58219;1.49263;0.87794;1.1386;1.80097;1.30053
05/11/2018 00:00;1.30398;1.58175;1.49536;0.87448;1.14066;1.80816;1.30975
06/11/2018 00:00;1.3095;1.57649;1.49948;0.87205;1.14261;1.80667;1.31278
07/11/2018 00:00;1.31219;1.5698;1.49796;0.87032;1.14251;1.80323;1.31488
08/11/2018 00:00;1.30607;1.56567;1.49459;0.86984;1.13629;1.79966;1.31377
09/11/2018 00:00;1.29729;1.56771;1.49672;0.87342;1.13342;1.79412;1.30407
12/11/2018 00:00;1.28476;1.56348;1.48583;0.87288;1.12177;1.79093;1.2988
13/11/2018 00:00;1.29675;1.56365;1.49388;0.86963;1.12899;1.79624;1.30578
14/11/2018 00:00;1.29861;1.563;1.49722;0.86972;1.13081;1.79448;1.30623
15/11/2018 00:00;1.27688;1.55615;1.49235;0.88654;1.13249;1.75442;1.28545
16/11/2018 00:00;1.28261;1.55682;1.50081;0.88966;1.14185;1.74865;1.28257
19/11/2018 00:00;1.28496;1.56965;1.50827;0.8909;1.14526;1.76109;1.27667
20/11/2018 00:00;1.27862;1.57591;1.51276;0.88891;1.13696;1.77243;1.27229
21/11/2018 00:00;1.27743;1.56706;1.50608;0.89047;1.13838;1.75896;1.27049
22/11/2018 00:00;1.28752;1.57137;1.50351;0.88518;1.14002;1.77468;1.27995
23/11/2018 00:00;1.28006;1.5659;1.49934;0.88362;1.13355;1.76874;1.2757
26/11/2018 00:00;1.28068;1.56863;1.50098;0.88368;1.13275;1.77315;1.27868
27/11/2018 00:00;1.2742;1.56161;1.50027;0.88621;1.12867;1.76365;1.27227
28/11/2018 00:00;1.28232;1.55556;1.50864;0.88613;1.1366;1.75533;1.27416
29/11/2018 00:00;1.2785;1.55627;1.51259;0.8905;1.13924;1.74668;1.27295
30/11/2018 00:00;1.27509;1.54722;1.50353;0.88726;1.13164;1.74214;1.27341
03/12/2018 00:00;1.27232;1.54278;1.4982;0.89211;1.13528;1.72911;1.26905
04/12/2018 00:00;1.27149;1.54521;1.50349;0.89134;1.13415;1.73215;1.267
05/12/2018 00:00;1.27319;1.56034;1.51483;0.8907;1.13443;1.75131;1.27036
06/12/2018 00:00;1.27817;1.57139;1.52133;0.88933;1.1372;1.76567;1.26865
