datetime,open,high,low,close
2025-04-07 17:32:00,125570.0,125595.0,125385.0,125465.0
2025-04-07 17:33:00,125465.0,125575.0,125355.0,125400.0
2025-04-07 17:34:00,125405.0,125490.0,125355.0,125425.0
2025-04-07 17:35:00,125425.0,125800.0,125410.0,125615.0
2025-04-07 17:36:00,125615.0,125880.0,125520.0,125805.0
2025-04-07 17:37:00,125805.0,125805.0,125655.0,125725.0
2025-04-07 18:01:00,125930.0,125960.0,125850.0,125860.0
2025-04-07 18:09:00,125495.0,125665.0,125470.0,125630.0
2025-04-07 18:10:00,125625.0,125625.0,125420.0,125475.0
2025-04-07 18:11:00,125475.0,125645.0,125445.0,125560.0
2025-04-07 18:12:00,125555.0,125575.0,125345.0,125385.0
2025-04-07 18:13:00,125385.0,125595.0,125380.0,125495.0
2025-04-07 18:14:00,125500.0,125515.0,125385.0,125430.0
2025-04-07 18:15:00,125430.0,125475.0,125375.0,125385.0
2025-04-07 18:16:00,125385.0,125475.0,125370.0,125400.0
2025-04-07 18:17:00,125405.0,125455.0,125200.0,125300.0
2025-04-07 18:18:00,125295.0,125380.0,125090.0,125305.0
2025-04-07 18:19:00,125310.0,125450.0,125265.0,125340.0
2025-04-07 18:20:00,125340.0,125405.0,125270.0,125375.0
2025-04-07 18:21:00,125375.0,125450.0,125215.0,125295.0
2025-04-07 18:22:00,125300.0,125320.0,125185.0,125280.0
2025-04-07 18:23:00,125275.0,125340.0,125230.0,125340.0
2025-04-07 18:24:00,125340.0,125405.0,125285.0,125345.0
2025-04-07 18:25:00,125350.0,125440.0,125330.0,125385.0
2025-04-07 18:26:00,125380.0,125625.0,125330.0,125565.0
2025-04-07 18:27:00,125570.0,125660.0,125500.0,125510.0
2025-04-07 18:28:00,125510.0,125635.0,125505.0,125635.0
2025-04-07 18:29:00,125630.0,125680.0,125550.0,125595.0
2025-04-07 18:30:00,125590.0,125850.0,125535.0,125635.0
2025-04-07 18:31:00,125635.0,125745.0,125600.0,125715.0
2025-04-07 18:32:00,125715.0,125925.0,125660.0,125880.0
2025-04-07 18:33:00,125875.0,125915.0,125735.0,125805.0
2025-04-07 18:34:00,125805.0,125885.0,125765.0,125880.0
2025-04-07 18:35:00,125885.0,125885.0,125675.0,125770.0
2025-04-07 18:36:00,125770.0,125820.0,125730.0,125795.0
2025-04-07 18:37:00,125790.0,125820.0,125745.0,125775.0
2025-04-07 18:38:00,125775.0,125815.0,125675.0,125790.0
2025-04-07 18:39:00,125785.0,125850.0,125735.0,125760.0
2025-04-07 18:40:00,125755.0,125840.0,125705.0,125775.0
2025-04-07 18:41:00,125775.0,125780.0,125550.0,125660.0
2025-04-07 18:42:00,125650.0,125660.0,125515.0,125605.0
2025-04-07 18:43:00,125600.0,125615.0,125490.0,125510.0
2025-04-07 18:44:00,125510.0,125610.0,125430.0,125540.0
2025-04-07 18:45:00,125540.0,125560.0,125465.0,125510.0
2025-04-07 18:46:00,125510.0,125635.0,125495.0,125575.0
2025-04-07 18:47:00,125575.0,125600.0,125500.0,125535.0
2025-04-07 18:48:00,125535.0,125555.0,125425.0,125510.0
2025-04-07 18:49:00,125515.0,125545.0,125440.0,125455.0
2025-04-07 18:50:00,125455.0,125555.0,125360.0,125470.0
2025-04-07 18:51:00,125465.0,125560.0,125435.0,125445.0
2025-04-07 18:52:00,125445.0,125540.0,125400.0,125510.0
2025-04-07 18:53:00,125510.0,125825.0,125465.0,125665.0
2025-04-07 18:54:00,125670.0,125745.0,125630.0,125735.0
2025-04-07 18:55:00,125735.0,125740.0,125615.0,125670.0
2025-04-07 18:56:00,125665.0,125675.0,125425.0,125525.0
2025-04-07 18:57:00,125525.0,125595.0,125470.0,125490.0
2025-04-07 18:58:00,125495.0,125565.0,125455.0,125535.0
2025-04-07 18:59:00,125530.0,125645.0,125525.0,125645.0
2025-04-07 19:00:00,125640.0,126330.0,125605.0,125965.0
2025-04-07 19:01:00,125965.0,126165.0,125885.0,125945.0
2025-04-07 19:02:00,125950.0,125960.0,125745.0,125775.0
2025-04-07 19:03:00,125775.0,125855.0,125725.0,125815.0
2025-04-07 19:04:00,125810.0,125830.0,125530.0,125735.0
2025-04-07 19:05:00,125740.0,125805.0,125645.0,125765.0
2025-04-07 19:06:00,125770.0,125815.0,125675.0,125785.0
2025-04-07 19:07:00,125790.0,125860.0,125675.0,125860.0
2025-04-07 19:08:00,125855.0,125930.0,125785.0,125855.0
2025-04-07 19:09:00,125860.0,125975.0,125790.0,125905.0
2025-04-07 19:10:00,125905.0,125910.0,125755.0,125890.0
2025-04-07 19:11:00,125890.0,125920.0,125800.0,125820.0
2025-04-07 19:12:00,125825.0,126030.0,125800.0,126020.0
2025-04-07 19:13:00,126020.0,126220.0,125850.0,126055.0
2025-04-07 19:14:00,126050.0,126225.0,125990.0,126165.0
2025-04-07 19:15:00,126165.0,126320.0,126075.0,126270.0
2025-04-07 19:16:00,126270.0,126460.0,126210.0,126400.0
2025-04-07 19:17:00,126400.0,126415.0,126255.0,126305.0
2025-04-07 19:18:00,126300.0,126360.0,126215.0,126300.0
2025-04-07 19:19:00,126300.0,126410.0,126285.0,126285.0
2025-04-07 19:20:00,126285.0,126325.0,126135.0,126195.0
2025-04-07 19:21:00,126195.0,126310.0,126170.0,126180.0
2025-04-07 19:22:00,126180.0,126345.0,126165.0,126310.0
2025-04-07 19:23:00,126315.0,126375.0,126250.0,126365.0
2025-04-07 19:24:00,126370.0,126435.0,126305.0,126340.0
2025-04-07 19:25:00,126340.0,126405.0,126265.0,126310.0
2025-04-07 19:26:00,126310.0,126445.0,126290.0,126355.0
2025-04-07 19:27:00,126355.0,126430.0,126200.0,126295.0
2025-04-07 19:28:00,126295.0,126380.0,126285.0,126330.0
2025-04-07 19:29:00,126330.0,126565.0,126300.0,126535.0
2025-04-07 19:30:00,126535.0,126540.0,126350.0,126420.0
2025-04-07 19:31:00,126420.0,126460.0,126315.0,126370.0
2025-04-07 19:32:00,126370.0,126440.0,126275.0,126425.0
2025-04-07 19:33:00,126425.0,126450.0,126335.0,126365.0
2025-04-07 19:34:00,126370.0,126465.0,126370.0,126425.0
2025-04-07 19:35:00,126420.0,126475.0,126370.0,126440.0
2025-04-07 19:36:00,126445.0,126760.0,126440.0,126590.0
2025-04-07 19:37:00,126590.0,126645.0,126475.0,126520.0
2025-04-07 19:38:00,126520.0,126550.0,126410.0,126460.0
2025-04-07 19:39:00,126460.0,126540.0,126410.0,126510.0
2025-04-07 19:40:00,126510.0,126510.0,126380.0,126465.0
2025-04-07 19:41:00,126465.0,126595.0,126420.0,126535.0
2025-04-07 19:42:00,126535.0,126655.0,126515.0,126655.0
2025-04-07 19:43:00,126655.0,126665.0,126545.0,126560.0
2025-04-07 19:44:00,126560.0,126605.0,126520.0,126565.0
2025-04-07 19:45:00,126565.0,126680.0,126420.0,126500.0
2025-04-07 19:46:00,126495.0,126745.0,126165.0,126690.0
2025-04-07 19:47:00,126695.0,126895.0,126655.0,126735.0
2025-04-07 19:48:00,126735.0,126745.0,126520.0,126595.0
2025-04-07 19:49:00,126595.0,126600.0,126465.0,126560.0
2025-04-07 19:50:00,126565.0,126660.0,126525.0,126610.0
2025-04-07 19:51:00,126610.0,126630.0,126490.0,126510.0
2025-04-07 19:52:00,126515.0,126535.0,126425.0,126475.0
2025-04-07 19:53:00,126475.0,126565.0,126435.0,126530.0
2025-04-07 19:54:00,126530.0,126600.0,126460.0,126510.0
2025-04-07 19:55:00,126510.0,126525.0,126420.0,126455.0
2025-04-07 19:56:00,126455.0,126495.0,126420.0,126445.0
2025-04-07 19:57:00,126445.0,126485.0,126360.0,126475.0
2025-04-07 19:58:00,126470.0,126565.0,126450.0,126505.0
2025-04-07 19:59:00,126505.0,126585.0,126495.0,126550.0
2025-04-07 20:00:00,126550.0,126680.0,126540.0,126585.0
2025-04-07 20:01:00,126590.0,126635.0,126525.0,126530.0
2025-04-07 20:02:00,126530.0,126635.0,126495.0,126605.0
2025-04-07 20:03:00,126605.0,126635.0,126545.0,126590.0
2025-04-07 20:04:00,126595.0,126735.0,126570.0,126650.0
2025-04-07 20:05:00,126650.0,126660.0,126535.0,126545.0
2025-04-07 20:06:00,126540.0,126550.0,126385.0,126470.0
2025-04-07 20:07:00,126470.0,126485.0,126395.0,126420.0
2025-04-07 20:08:00,126425.0,126605.0,126425.0,126540.0
2025-04-07 20:09:00,126540.0,126575.0,126475.0,126505.0
2025-04-07 20:10:00,126500.0,126640.0,126455.0,126485.0
2025-04-07 20:11:00,126480.0,126525.0,126385.0,126455.0
2025-04-07 20:12:00,126455.0,126465.0,126265.0,126315.0
2025-04-07 20:13:00,126320.0,126415.0,126310.0,126345.0
2025-04-07 20:14:00,126345.0,126420.0,126295.0,126370.0
2025-04-07 20:15:00,126370.0,126535.0,126330.0,126500.0
2025-04-07 20:16:00,126495.0,126690.0,126395.0,126450.0
2025-04-07 20:17:00,126450.0,126575.0,126450.0,126525.0
2025-04-07 20:18:00,126525.0,126695.0,126500.0,126650.0
2025-04-07 20:19:00,126645.0,126670.0,126570.0,126670.0
2025-04-07 20:20:00,126675.0,126725.0,126595.0,126625.0
2025-04-07 20:21:00,126625.0,126710.0,126570.0,126680.0
2025-04-07 20:22:00,126675.0,126865.0,126670.0,126735.0
2025-04-07 20:23:00,126735.0,126740.0,126590.0,126655.0
2025-04-07 20:24:00,126660.0,126725.0,126590.0,126680.0
2025-04-07 20:25:00,126680.0,126700.0,126545.0,126570.0
2025-04-07 20:26:00,126565.0,126570.0,126435.0,126525.0
2025-04-07 20:27:00,126530.0,126560.0,126425.0,126440.0
2025-04-07 20:28:00,126445.0,126445.0,126265.0,126295.0
2025-04-07 20:29:00,126295.0,126320.0,126160.0,126240.0
2025-04-07 20:30:00,126240.0,126305.0,126170.0,126225.0
2025-04-07 20:31:00,126225.0,126300.0,126195.0,126295.0
2025-04-07 20:32:00,126290.0,126315.0,126120.0,126145.0
2025-04-07 20:33:00,126145.0,126170.0,125860.0,125965.0
2025-04-07 20:34:00,125960.0,126115.0,125925.0,126080.0
2025-04-07 20:35:00,126080.0,126160.0,126015.0,126085.0
2025-04-07 20:36:00,126080.0,126145.0,126040.0,126110.0
2025-04-07 20:37:00,126110.0,126250.0,126065.0,126145.0
2025-04-07 20:38:00,126145.0,126190.0,126095.0,126120.0
2025-04-07 20:39:00,126120.0,126155.0,126050.0,126135.0
2025-04-07 20:40:00,126135.0,126190.0,126010.0,126180.0
2025-04-07 20:41:00,126180.0,126245.0,126130.0,126180.0
2025-04-07 20:42:00,126180.0,126185.0,126090.0,126125.0
2025-04-07 20:43:00,126120.0,126150.0,126070.0,126085.0
2025-04-07 20:44:00,126085.0,126160.0,125980.0,126010.0
2025-04-07 20:45:00,126010.0,126020.0,125875.0,125960.0
2025-04-07 20:46:00,125960.0,126030.0,125935.0,126010.0
2025-04-07 20:47:00,126015.0,126080.0,125940.0,125950.0
2025-04-07 20:48:00,125955.0,125965.0,125845.0,125875.0
2025-04-07 20:49:00,125875.0,125915.0,125825.0,125880.0
2025-04-07 20:50:00,125885.0,125985.0,125815.0,125885.0
2025-04-07 20:51:00,125885.0,125895.0,125745.0,125870.0
2025-04-07 20:52:00,125865.0,125880.0,125640.0,125650.0
2025-04-07 20:53:00,125650.0,125685.0,125620.0,125650.0
2025-04-07 20:54:00,125650.0,125660.0,125500.0,125580.0
2025-04-07 20:55:00,125580.0,125685.0,125520.0,125605.0
2025-04-07 20:56:00,125605.0,125625.0,125435.0,125490.0
2025-04-07 20:57:00,125495.0,125575.0,125485.0,125565.0
2025-04-07 20:58:00,125565.0,125605.0,125525.0,125565.0
2025-04-07 20:59:00,125560.0,125605.0,125540.0,125565.0
2025-04-07 21:00:00,125560.0,125935.0,125535.0,125790.0
2025-04-07 21:01:00,125790.0,125870.0,125735.0,125840.0
2025-04-07 21:02:00,125840.0,125845.0,125745.0,125765.0
2025-04-07 21:03:00,125770.0,125795.0,125680.0,125740.0
2025-04-07 21:04:00,125745.0,125785.0,125715.0,125765.0
2025-04-07 21:05:00,125765.0,125825.0,125720.0,125790.0
2025-04-07 21:06:00,125790.0,125805.0,125675.0,125790.0
2025-04-07 21:07:00,125790.0,125860.0,125725.0,125800.0
2025-04-07 21:08:00,125800.0,125820.0,125760.0,125805.0
2025-04-07 21:09:00,125810.0,125840.0,125720.0,125770.0
2025-04-07 21:10:00,125765.0,125820.0,125715.0,125760.0
2025-04-07 21:11:00,125760.0,125795.0,125605.0,125690.0
2025-04-07 21:12:00,125695.0,125750.0,125660.0,125720.0
2025-04-07 21:13:00,125725.0,125775.0,125690.0,125735.0
2025-04-07 21:14:00,125735.0,125805.0,125700.0,125785.0
2025-04-07 21:15:00,125785.0,125810.0,125670.0,125725.0
2025-04-07 21:16:00,125725.0,125880.0,125630.0,125810.0
2025-04-07 21:17:00,125810.0,125900.0,125790.0,125870.0
2025-04-07 21:18:00,125865.0,126035.0,125840.0,125950.0
2025-04-07 21:19:00,125955.0,125980.0,125895.0,125945.0
2025-04-07 21:20:00,125950.0,126010.0,125875.0,125930.0
2025-04-07 21:21:00,125930.0,125965.0,125805.0,125890.0
2025-04-07 21:22:00,125895.0,126015.0,125885.0,125945.0
2025-04-07 21:23:00,125940.0,125975.0,125855.0,125960.0
2025-04-07 21:24:00,125965.0,126010.0,125850.0,125985.0
2025-04-07 21:25:00,125985.0,126055.0,125920.0,125925.0
2025-04-07 21:26:00,125925.0,125975.0,125825.0,125880.0
2025-04-07 21:27:00,125880.0,125900.0,125820.0,125880.0
2025-04-07 21:28:00,125885.0,125925.0,125855.0,125865.0
2025-04-07 21:29:00,125865.0,125910.0,125780.0,125800.0
2025-04-07 21:30:00,125805.0,125905.0,125790.0,125840.0
2025-04-07 21:31:00,125840.0,125900.0,125840.0,125865.0
2025-04-07 21:32:00,125870.0,126010.0,125870.0,125995.0
2025-04-07 21:33:00,126000.0,126225.0,125985.0,126170.0
