datetime,open,high,low,close
2025-04-07 14:01:00,125650.0,125800.0,125350.0,125550.0
2025-04-07 14:02:00,125545.0,125680.0,125410.0,125620.0
2025-04-07 14:03:00,125620.0,126000.0,125600.0,125955.0
2025-04-07 14:04:00,125950.0,126065.0,125835.0,126000.0
2025-04-07 14:05:00,126000.0,126160.0,125935.0,126005.0
2025-04-07 14:06:00,126005.0,126035.0,125840.0,125860.0
2025-04-07 14:07:00,125860.0,125950.0,125775.0,125785.0
2025-04-07 14:08:00,125785.0,125895.0,125700.0,125845.0
2025-04-07 14:09:00,125845.0,125885.0,125790.0,125860.0
2025-04-07 14:10:00,125860.0,125875.0,125770.0,125810.0
2025-04-07 14:11:00,125805.0,125840.0,125710.0,125735.0
2025-04-07 14:12:00,125740.0,125820.0,125655.0,125795.0
2025-04-07 14:13:00,125800.0,125850.0,125755.0,125770.0
2025-04-07 14:14:00,125770.0,125795.0,125710.0,125725.0
2025-04-07 14:15:00,125725.0,125730.0,125465.0,125560.0
2025-04-07 14:16:00,125560.0,125680.0,125540.0,125670.0
2025-04-07 14:17:00,125670.0,125785.0,125650.0,125690.0
2025-04-07 14:18:00,125695.0,125810.0,125670.0,125805.0
2025-04-07 14:19:00,125810.0,125855.0,125785.0,125810.0
2025-04-07 14:20:00,125815.0,125865.0,125770.0,125845.0
2025-04-07 14:21:00,125850.0,125960.0,125835.0,125935.0
2025-04-07 14:22:00,125935.0,126045.0,125910.0,125980.0
2025-04-07 14:23:00,125985.0,126090.0,125910.0,125965.0
2025-04-07 14:24:00,125960.0,126120.0,125945.0,126100.0
2025-04-07 14:25:00,126100.0,126140.0,126055.0,126085.0
2025-04-07 14:26:00,126085.0,126160.0,126080.0,126135.0
2025-04-07 14:27:00,126135.0,126245.0,126120.0,126215.0
2025-04-07 14:28:00,126215.0,126425.0,126210.0,126395.0
2025-04-07 14:29:00,126390.0,126445.0,126315.0,126415.0
2025-04-07 14:30:00,126410.0,126440.0,126250.0,126400.0
2025-04-07 14:31:00,126400.0,126410.0,126265.0,126300.0
2025-04-07 14:32:00,126305.0,126345.0,126270.0,126290.0
2025-04-07 14:33:00,126290.0,126490.0,126285.0,126420.0
2025-04-07 14:34:00,126420.0,126465.0,126350.0,126395.0
2025-04-07 14:35:00,126390.0,126425.0,126320.0,126365.0
2025-04-07 14:36:00,126360.0,126425.0,126265.0,126280.0
2025-04-07 14:37:00,126275.0,126335.0,126255.0,126280.0
2025-04-07 14:38:00,126280.0,126345.0,126205.0,126305.0
2025-04-07 14:39:00,126305.0,126305.0,126220.0,126225.0
2025-04-07 14:40:00,126230.0,126280.0,126155.0,126270.0
2025-04-07 14:41:00,126270.0,126365.0,126230.0,126330.0
2025-04-07 14:42:00,126330.0,126350.0,126235.0,126305.0
2025-04-07 14:43:00,126305.0,126390.0,126295.0,126320.0
2025-04-07 14:44:00,126315.0,126350.0,126305.0,126315.0
2025-04-07 14:45:00,126310.0,126335.0,126210.0,126250.0
2025-04-07 14:46:00,126250.0,126285.0,126105.0,126135.0
2025-04-07 14:47:00,126135.0,126175.0,126000.0,126050.0
2025-04-07 14:48:00,126050.0,126120.0,126015.0,126090.0
2025-04-07 14:49:00,126085.0,126380.0,126080.0,126255.0
2025-04-07 14:50:00,126255.0,126340.0,126215.0,126315.0
2025-04-07 14:51:00,126320.0,126375.0,126240.0,126275.0
2025-04-07 14:52:00,126275.0,126280.0,126180.0,126195.0
2025-04-07 14:53:00,126195.0,126295.0,126175.0,126245.0
2025-04-07 14:54:00,126240.0,126310.0,126205.0,126245.0
2025-04-07 14:55:00,126245.0,126270.0,126180.0,126205.0
2025-04-07 14:56:00,126210.0,126210.0,126130.0,126130.0
2025-04-07 14:57:00,126130.0,126245.0,126120.0,126235.0
2025-04-07 14:58:00,126230.0,126245.0,126150.0,126165.0
2025-04-07 14:59:00,126170.0,126175.0,125960.0,126075.0
2025-04-07 15:00:00,126080.0,126120.0,125855.0,125875.0
2025-04-07 15:01:00,125880.0,126040.0,125850.0,125850.0
2025-04-07 15:02:00,125850.0,125940.0,125800.0,125885.0
2025-04-07 15:03:00,125890.0,125950.0,125855.0,125915.0
2025-04-07 15:04:00,125920.0,125990.0,125880.0,125905.0
2025-04-07 15:05:00,125905.0,125975.0,125830.0,125950.0
2025-04-07 15:06:00,125950.0,126030.0,125910.0,125980.0
2025-04-07 15:07:00,125980.0,126010.0,125955.0,125985.0
2025-04-07 15:08:00,125990.0,126025.0,125910.0,125920.0
2025-04-07 15:09:00,125925.0,125955.0,125810.0,125865.0
2025-04-07 15:10:00,125870.0,125885.0,125765.0,125810.0
2025-04-07 15:11:00,125810.0,125950.0,125795.0,125895.0
2025-04-07 15:12:00,125900.0,125925.0,125770.0,125820.0
2025-04-07 15:13:00,125820.0,125835.0,125660.0,125690.0
2025-04-07 15:14:00,125690.0,125780.0,125640.0,125735.0
2025-04-07 15:15:00,125735.0,125765.0,125535.0,125560.0
2025-04-07 15:16:00,125565.0,125570.0,125390.0,125480.0
2025-04-07 15:17:00,125475.0,125515.0,125315.0,125465.0
2025-04-07 15:18:00,125460.0,125500.0,125395.0,125455.0
2025-04-07 15:19:00,125455.0,125545.0,125375.0,125480.0
2025-04-07 15:20:00,125485.0,125515.0,125350.0,125395.0
2025-04-07 15:21:00,125390.0,125420.0,125245.0,125265.0
2025-04-07 15:22:00,125260.0,125325.0,125185.0,125235.0
2025-04-07 15:23:00,125235.0,125310.0,125215.0,125300.0
2025-04-07 15:24:00,125305.0,125315.0,125220.0,125250.0
2025-04-07 15:25:00,125250.0,125280.0,125120.0,125200.0
2025-04-07 15:26:00,125200.0,125415.0,125125.0,125335.0
2025-04-07 15:27:00,125335.0,125375.0,125225.0,125265.0
2025-04-07 15:28:00,125260.0,125325.0,125215.0,125215.0
2025-04-07 15:29:00,125215.0,125280.0,125210.0,125250.0
2025-04-07 15:30:00,125250.0,125250.0,125060.0,125170.0
2025-04-07 15:31:00,125170.0,125470.0,125155.0,125425.0
2025-04-07 15:32:00,125425.0,125600.0,125320.0,125325.0
2025-04-07 15:33:00,125325.0,125440.0,125290.0,125310.0
2025-04-07 15:34:00,125310.0,125395.0,125245.0,125360.0
2025-04-07 15:35:00,125365.0,125375.0,125115.0,125225.0
2025-04-07 15:36:00,125225.0,125265.0,124905.0,124910.0
2025-04-07 15:37:00,124910.0,125045.0,124850.0,125000.0
2025-04-07 15:38:00,125000.0,125070.0,124890.0,124965.0
2025-04-07 15:39:00,124965.0,124990.0,124735.0,124960.0
2025-04-07 15:40:00,124960.0,125010.0,124595.0,124670.0
2025-04-07 15:41:00,124670.0,124775.0,124645.0,124735.0
2025-04-07 15:42:00,124735.0,124735.0,124530.0,124555.0
2025-04-07 15:43:00,124550.0,124560.0,124350.0,124415.0
2025-04-07 15:44:00,124415.0,124480.0,124225.0,124470.0
2025-04-07 15:45:00,124470.0,124510.0,124335.0,124480.0
2025-04-07 15:46:00,124485.0,124820.0,124475.0,124785.0
2025-04-07 15:47:00,124785.0,124940.0,124760.0,124795.0
2025-04-07 15:48:00,124790.0,124905.0,124720.0,124835.0
2025-04-07 15:49:00,124840.0,124940.0,124815.0,124855.0
2025-04-07 15:50:00,124855.0,125040.0,124845.0,124905.0
2025-04-07 15:51:00,124910.0,125150.0,124900.0,124920.0
2025-04-07 15:52:00,124920.0,125120.0,124870.0,125000.0
2025-04-07 15:53:00,125000.0,125170.0,124935.0,125125.0
2025-04-07 15:54:00,125130.0,125200.0,125105.0,125135.0
2025-04-07 15:55:00,125140.0,125375.0,125130.0,125300.0
2025-04-07 15:56:00,125300.0,125360.0,125240.0,125285.0
2025-04-07 15:57:00,125285.0,125485.0,125285.0,125450.0
2025-04-07 15:58:00,125455.0,125720.0,125440.0,125625.0
2025-04-07 15:59:00,125630.0,125635.0,125480.0,125535.0
2025-04-07 16:00:00,125530.0,125695.0,125440.0,125550.0
2025-04-07 16:01:00,125545.0,125590.0,125370.0,125490.0
2025-04-07 16:02:00,125490.0,125555.0,125415.0,125450.0
2025-04-07 16:03:00,125450.0,125570.0,125435.0,125480.0
2025-04-07 16:04:00,125480.0,125680.0,125455.0,125550.0
2025-04-07 16:05:00,125545.0,125790.0,125535.0,125675.0
2025-04-07 16:06:00,125675.0,125760.0,125585.0,125640.0
2025-04-07 16:07:00,125640.0,125660.0,125460.0,125480.0
2025-04-07 16:08:00,125485.0,125640.0,125460.0,125535.0
2025-04-07 16:09:00,125530.0,125580.0,125440.0,125530.0
2025-04-07 16:10:00,125530.0,126360.0,125525.0,126345.0
2025-04-07 16:11:00,126345.0,128245.0,126335.0,127995.0
2025-04-07 16:12:00,127990.0,129025.0,127950.0,128810.0
2025-04-07 16:13:00,128810.0,128920.0,127865.0,128645.0
2025-04-07 16:14:00,128640.0,128675.0,127875.0,128240.0
2025-04-07 16:15:00,128235.0,128480.0,128135.0,128200.0
2025-04-07 16:16:00,128205.0,128525.0,128185.0,128300.0
2025-04-07 16:17:00,128300.0,128475.0,128180.0,128390.0
2025-04-07 16:18:00,128390.0,128430.0,127740.0,127805.0
2025-04-07 16:19:00,127805.0,127965.0,127640.0,127780.0
2025-04-07 16:20:00,127775.0,127865.0,127380.0,127480.0
2025-04-07 16:21:00,127480.0,127820.0,127430.0,127535.0
2025-04-07 16:22:00,127535.0,127605.0,126820.0,126865.0
2025-04-07 16:23:00,126860.0,126950.0,126420.0,126680.0
2025-04-07 16:24:00,126675.0,126815.0,126275.0,126485.0
2025-04-07 16:25:00,126485.0,126785.0,126350.0,126605.0
2025-04-07 16:26:00,126600.0,127170.0,126600.0,126975.0
2025-04-07 16:27:00,126975.0,127005.0,126565.0,126715.0
2025-04-07 16:28:00,126715.0,126760.0,126000.0,126005.0
2025-04-07 16:29:00,126005.0,126250.0,125850.0,126055.0
2025-04-07 16:30:00,126055.0,126295.0,125730.0,126005.0
2025-04-07 16:31:00,126005.0,126795.0,125980.0,126650.0
2025-04-07 16:32:00,126655.0,126770.0,126415.0,126675.0
2025-04-07 16:33:00,126670.0,127025.0,126520.0,126665.0
2025-04-07 16:34:00,126665.0,126870.0,126350.0,126355.0
2025-04-07 16:35:00,126360.0,126490.0,125900.0,126010.0
2025-04-07 16:36:00,126010.0,126195.0,125680.0,125895.0
2025-04-07 16:37:00,125900.0,126180.0,125820.0,125830.0
2025-04-07 16:38:00,125830.0,126045.0,125705.0,125770.0
2025-04-07 16:39:00,125775.0,125970.0,125505.0,125670.0
2025-04-07 16:40:00,125665.0,125960.0,125620.0,125830.0
2025-04-07 16:41:00,125830.0,125955.0,125685.0,125795.0
2025-04-07 16:42:00,125800.0,126210.0,125745.0,126110.0
2025-04-07 16:43:00,126115.0,126385.0,126090.0,126335.0
2025-04-07 16:44:00,126330.0,126495.0,126110.0,126380.0
2025-04-07 16:45:00,126375.0,126760.0,126275.0,126755.0
2025-04-07 16:46:00,126750.0,126785.0,126450.0,126600.0
2025-04-07 16:47:00,126595.0,126685.0,126400.0,126525.0
2025-04-07 16:48:00,126525.0,126745.0,126370.0,126620.0
2025-04-07 16:49:00,126615.0,126700.0,126445.0,126600.0
2025-04-07 16:50:00,126600.0,127110.0,126575.0,127015.0
2025-04-07 16:51:00,127015.0,127205.0,126850.0,127135.0
2025-04-07 16:52:00,127135.0,127175.0,126715.0,126860.0
2025-04-07 16:53:00,126850.0,127065.0,126725.0,126880.0
2025-04-07 16:54:00,126880.0,127185.0,126870.0,127015.0
2025-04-07 16:55:00,127015.0,127165.0,126935.0,127025.0
2025-04-07 16:56:00,127030.0,127055.0,126750.0,126865.0
2025-04-07 16:57:00,126870.0,127140.0,126870.0,127020.0
2025-04-07 16:58:00,127015.0,127190.0,127005.0,127080.0
2025-04-07 16:59:00,127080.0,127305.0,127000.0,127190.0
2025-04-07 17:00:00,127190.0,127385.0,127000.0,127100.0
2025-04-07 17:01:00,127095.0,127405.0,127030.0,127310.0
2025-04-07 17:02:00,127310.0,127450.0,127265.0,127430.0
2025-04-07 17:03:00,127430.0,127585.0,127295.0,127540.0
2025-04-07 17:04:00,127540.0,127555.0,127295.0,127375.0
2025-04-07 17:05:00,127385.0,127390.0,127130.0,127160.0
2025-04-07 17:06:00,127165.0,127230.0,126875.0,126885.0
2025-04-07 17:07:00,126890.0,127035.0,126770.0,126865.0
2025-04-07 17:08:00,126860.0,126870.0,126655.0,126765.0
2025-04-07 17:09:00,126770.0,126840.0,126545.0,126680.0
2025-04-07 17:10:00,126685.0,126790.0,126570.0,126675.0
2025-04-07 17:11:00,126680.0,126925.0,126675.0,126880.0
2025-04-07 17:12:00,126880.0,126945.0,126745.0,126815.0
2025-04-07 17:13:00,126815.0,127060.0,126800.0,126895.0
2025-04-07 17:14:00,126895.0,127005.0,126005.0,126115.0
2025-04-07 17:15:00,126120.0,126270.0,125670.0,126015.0
2025-04-07 17:16:00,126015.0,126320.0,125805.0,126245.0
2025-04-07 17:17:00,126240.0,126395.0,125800.0,126010.0
2025-04-07 17:18:00,126010.0,126210.0,125835.0,126190.0
2025-04-07 17:19:00,126190.0,126340.0,126040.0,126235.0
2025-04-07 17:20:00,126230.0,126430.0,126090.0,126215.0
2025-04-07 17:21:00,126215.0,126310.0,125845.0,125960.0
2025-04-07 17:22:00,125960.0,126075.0,125820.0,125965.0
2025-04-07 17:23:00,125965.0,126000.0,125750.0,125840.0
2025-04-07 17:24:00,125845.0,125850.0,125590.0,125680.0
2025-04-07 17:25:00,125680.0,125845.0,125440.0,125490.0
2025-04-07 17:26:00,125495.0,125550.0,125325.0,125370.0
2025-04-07 17:27:00,125370.0,125510.0,125260.0,125335.0
2025-04-07 17:28:00,125335.0,125595.0,125315.0,125410.0
2025-04-07 17:29:00,125415.0,125525.0,125365.0,125395.0
2025-04-07 17:30:00,125400.0,125570.0,125275.0,125475.0
2025-04-07 17:31:00,125475.0,125695.0,125410.0,125575.0
